glyph_name,ps_name,sort_design,sort_final
dieresisacute.cap,dieresisacute.cap,20033,20033
dieresiscaron,dieresiscaron,20034,20034
dieresiscaron.cap,dieresiscaron.cap,20035,20035
dieresiscmb.cap,dieresiscmb.cap,20036,20036
dieresisgrave,dieresisgrave,20037,20037
dieresisgrave.cap,dieresisgrave.cap,20038,20038
dieresismacron,dieresismacron,20039,20039
dieresismacron.cap,dieresismacron.cap,20040,20040
dotaccentcmb.cap,dotaccentcmb.cap,20041,20041
gravecmb.cap,gravecmb.cap,20059,20059
hoicmb.cap,hoicmb.cap,20061,20061
hungarumlautcmb.cap,hungarumlautcmb.cap,20062,20062
macronacute,macronacute,20063,20063
macronacute.cap,macronacute.cap,20064,20064
macroncmb.cap,macroncmb.cap,20065,20065
nbspace.frac,nbspace.frac,20066,20066
ogonekcmb.cap,ogonekcmb.cap,20072,20072
ringcmb.cap,ringcmb.cap,20087,20087
slash.frac,slash.frac,20098,20098
space.frac,space.frac,20099,20099
tildecmb.cap,tildecmb.cap,20105,20105
zero.dnom,zero.dnom,20115,21000
one.dnom,one.dnom,20073,21001
two.dnom,two.dnom,20106,21002
three.dnom,three.dnom,20100,21003
four.dnom,four.dnom,20054,21004
five.dnom,five.dnom,20049,21005
six.dnom,six.dnom,20093,21006
seven.dnom,seven.dnom,20088,21007
eight.dnom,eight.dnom,20044,21008
nine.dnom,nine.dnom,20067,21009
